   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 53, 67, 8900, 1, normal 
0, 1, 0, 0, 67, 84, 8900, 1, normal 
0, 2, 0, 0, 5, 7, 8900, 1, normal 
0, 3, 0, 0, 48, 61, 8900, 1, fork 
0, 4, 0, 0, 39, 49, 8900, 1, normal 
0, 5, 0, 0, 53, 67, 8900, 1, normal 
0, 6, 0, 0, 56, 71, 8900, 1, normal 
0, 7, 0, 0, 16, 20, 8900, 1, fork 
0, 8, 0, 0, 45, 57, 8900, 1, normal 
0, 9, 0, 0, 48, 61, 8900, 1, normal 
0, 10, 0, 0, 56, 70, 8900, 1, normal 
0, 11, 0, 0, 16, 21, 8900, 1, normal 
0, 12, 0, 0, 55, 69, 8900, 1, normal 
0, 13, 0, 0, 5, 7, 8900, 1, normal 
0, 14, 0, 0, 40, 50, 8900, 1, normal 
0, 15, 0, 0, 73, 92, 8900, 1, normal 
0, 16, 0, 0, 0, 1, 8900, 1, normal 
0, 17, 0, 0, 74, 93, 8900, 1, normal 
0, 18, 0, 0, 60, 76, 8900, 1, normal 
0, 19, 0, 0, 53, 67, 8900, 1, normal 
0, 20, 0, 0, 65, 82, 8900, 1, normal 
0, 21, 0, 0, 4, 6, 8900, 1, normal 
0, 22, 0, 0, 10, 13, 8900, 1, normal 
0, 23, 0, 0, 74, 93, 8900, 1, normal 
0, 24, 0, 0, 68, 86, 8900, 1, normal 
0, 25, 0, 0, 2, 3, 8900, 1, fork 
0, 26, 0, 0, 20, 25, 8900, 1, normal 
0, 27, 0, 0, 14, 18, 8900, 1, normal 
0, 28, 0, 0, 36, 46, 8900, 1, normal 
0, 29, 0, 0, 72, 91, 8900, 1, normal 
0, 30, 0, 0, 65, 82, 8900, 1, normal 
0, 31, 0, 0, 12, 15, 8900, 1, normal 
0, 32, 0, 0, 35, 44, 8900, 1, normal 
0, 33, 0, 0, 71, 89, 8900, 1, normal 
0, 34, 0, 0, 75, 94, 8900, 1, normal 
0, 35, 0, 0, 72, 90, 8900, 1, normal 
0, 36, 0, 0, 28, 36, 8900, 1, normal 
0, 37, 0, 0, 16, 20, 8900, 1, fork 
0, 38, 0, 0, 28, 35, 8900, 1, normal 
0, 39, 0, 0, 66, 83, 8900, 1, normal 
0, 40, 0, 0, 57, 72, 8900, 1, join 
0, 41, 0, 0, 46, 58, 8900, 1, join 
0, 42, 0, 0, 38, 48, 8900, 1, normal 
0, 43, 0, 0, 74, 93, 8900, 1, normal 
0, 44, 0, 0, 9, 12, 8900, 1, normal 
0, 45, 0, 0, 0, 1, 8900, 1, join 
0, 46, 0, 0, 59, 74, 8900, 1, normal 
0, 47, 0, 0, 76, 96, 8900, 1, normal 
0, 48, 0, 0, 2, 3, 8900, 1, join 
0, 49, 0, 0, 73, 92, 8900, 1, normal 
0, 50, 0, 0, 75, 94, 8900, 1, normal 
0, 51, 0, 0, 2, 3, 8900, 1, normal 
0, 52, 0, 0, 37, 47, 8900, 1, normal 
