   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 17, 22, 5950, 1, normal 
0, 1, 0, 0, 45, 57, 5950, 1, normal 
0, 2, 0, 0, 59, 74, 5950, 1, normal 
0, 3, 0, 0, 56, 71, 5950, 1, fork 
0, 4, 0, 0, 52, 65, 5950, 1, normal 
0, 5, 0, 0, 17, 22, 5950, 1, normal 
0, 6, 0, 0, 4, 6, 5950, 1, normal 
0, 7, 0, 0, 70, 88, 5950, 1, fork 
0, 8, 0, 0, 51, 64, 5950, 1, normal 
0, 9, 0, 0, 17, 22, 5950, 1, normal 
0, 10, 0, 0, 68, 85, 5950, 1, normal 
0, 11, 0, 0, 34, 43, 5950, 1, normal 
0, 12, 0, 0, 79, 99, 5950, 1, normal 
0, 13, 0, 0, 3, 4, 5950, 1, normal 
0, 14, 0, 0, 56, 71, 5950, 1, normal 
0, 15, 0, 0, 9, 12, 5950, 1, normal 
0, 16, 0, 0, 55, 69, 5950, 1, normal 
0, 17, 0, 0, 59, 74, 5950, 1, normal 
0, 18, 0, 0, 65, 82, 5950, 1, normal 
0, 19, 0, 0, 8, 11, 5950, 1, normal 
0, 20, 0, 0, 24, 30, 5950, 1, normal 
0, 21, 0, 0, 49, 62, 5950, 1, normal 
0, 22, 0, 0, 4, 5, 5950, 1, normal 
0, 23, 0, 0, 79, 99, 5950, 1, normal 
0, 24, 0, 0, 64, 81, 5950, 1, normal 
0, 25, 0, 0, 41, 52, 5950, 1, normal 
0, 26, 0, 0, 41, 52, 5950, 1, join 
0, 27, 0, 0, 79, 99, 5950, 1, join 
0, 28, 0, 0, 29, 37, 5950, 1, normal 
0, 29, 0, 0, 74, 93, 5950, 1, normal 
0, 30, 0, 0, 13, 17, 5950, 1, normal 
0, 31, 0, 0, 24, 31, 5950, 1, normal 
0, 32, 0, 0, 29, 37, 5950, 1, normal 
0, 33, 0, 0, 21, 27, 5950, 1, normal 
0, 34, 0, 0, 48, 61, 5950, 1, normal 
