   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 60, 75, 1750, 1, normal 
0, 1, 0, 0, 74, 93, 1750, 1, normal 
0, 2, 0, 0, 67, 84, 1750, 1, normal 
0, 3, 0, 0, 31, 39, 1750, 1, fork 
0, 4, 0, 0, 48, 61, 1750, 1, normal 
0, 5, 0, 0, 21, 27, 1750, 1, normal 
0, 6, 0, 0, 22, 28, 1750, 1, normal 
0, 7, 0, 0, 25, 32, 1750, 1, join 
0, 8, 0, 0, 36, 46, 1750, 1, normal 
0, 9, 0, 0, 58, 73, 1750, 1, normal 
