   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 4, 5, 6750, 1, normal 
0, 1, 0, 0, 45, 57, 6750, 1, normal 
0, 2, 0, 0, 57, 72, 6750, 1, normal 
0, 3, 0, 0, 24, 30, 6750, 1, fork 
0, 4, 0, 0, 27, 34, 6750, 1, normal 
0, 5, 0, 0, 66, 83, 6750, 1, normal 
0, 6, 0, 0, 64, 81, 6750, 1, normal 
0, 7, 0, 0, 16, 20, 6750, 1, fork 
0, 8, 0, 0, 27, 34, 6750, 1, normal 
0, 9, 0, 0, 11, 14, 6750, 1, normal 
0, 10, 0, 0, 53, 67, 6750, 1, normal 
0, 11, 0, 0, 13, 17, 6750, 1, normal 
0, 12, 0, 0, 77, 97, 6750, 1, normal 
0, 13, 0, 0, 21, 27, 6750, 1, normal 
0, 14, 0, 0, 32, 41, 6750, 1, normal 
0, 15, 0, 0, 24, 30, 6750, 1, normal 
0, 16, 0, 0, 15, 19, 6750, 1, normal 
0, 17, 0, 0, 54, 68, 6750, 1, normal 
0, 18, 0, 0, 60, 75, 6750, 1, normal 
0, 19, 0, 0, 11, 14, 6750, 1, normal 
0, 20, 0, 0, 41, 52, 6750, 1, normal 
0, 21, 0, 0, 56, 70, 6750, 1, normal 
0, 22, 0, 0, 75, 94, 6750, 1, normal 
0, 23, 0, 0, 27, 34, 6750, 1, fork 
0, 24, 0, 0, 16, 20, 6750, 1, normal 
0, 25, 0, 0, 4, 5, 6750, 1, normal 
0, 26, 0, 0, 0, 1, 6750, 1, normal 
0, 27, 0, 0, 23, 29, 6750, 1, normal 
0, 28, 0, 0, 0, 1, 6750, 1, normal 
0, 29, 0, 0, 55, 69, 6750, 1, normal 
0, 30, 0, 0, 55, 69, 6750, 1, normal 
0, 31, 0, 0, 19, 24, 6750, 1, normal 
0, 32, 0, 0, 72, 90, 6750, 1, normal 
0, 33, 0, 0, 56, 71, 6750, 1, normal 
0, 34, 0, 0, 24, 31, 6750, 1, join 
0, 35, 0, 0, 39, 49, 6750, 1, join 
0, 36, 0, 0, 56, 70, 6750, 1, normal 
0, 37, 0, 0, 64, 80, 6750, 1, normal 
0, 38, 0, 0, 30, 38, 6750, 1, normal 
0, 39, 0, 0, 19, 24, 6750, 1, join 
0, 40, 0, 0, 2, 3, 6750, 1, normal 
0, 41, 0, 0, 19, 24, 6750, 1, normal 
0, 42, 0, 0, 45, 57, 6750, 1, normal 
0, 43, 0, 0, 62, 78, 6750, 1, normal 
0, 44, 0, 0, 50, 63, 6750, 1, normal 
0, 45, 0, 0, 42, 53, 6750, 1, normal 
