   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 19, 24, 2200, 1, normal 
0, 1, 0, 0, 55, 69, 2200, 1, normal 
0, 2, 0, 0, 59, 74, 2200, 1, normal 
0, 3, 0, 0, 29, 37, 2200, 1, fork 
0, 4, 0, 0, 27, 34, 2200, 1, normal 
0, 5, 0, 0, 18, 23, 2200, 1, normal 
0, 6, 0, 0, 64, 81, 2200, 1, normal 
0, 7, 0, 0, 54, 68, 2200, 1, fork 
0, 8, 0, 0, 24, 31, 2200, 1, normal 
0, 9, 0, 0, 8, 11, 2200, 1, normal 
0, 10, 0, 0, 9, 12, 2200, 1, normal 
0, 11, 0, 0, 4, 5, 2200, 1, normal 
0, 12, 0, 0, 34, 43, 2200, 1, normal 
0, 13, 0, 0, 25, 32, 2200, 1, normal 
0, 14, 0, 0, 48, 60, 2200, 1, normal 
0, 15, 0, 0, 26, 33, 2200, 1, join 
0, 16, 0, 0, 24, 30, 2200, 1, normal 
0, 17, 0, 0, 12, 15, 2200, 1, normal 
0, 18, 0, 0, 39, 49, 2200, 1, normal 
0, 19, 0, 0, 17, 22, 2200, 1, join 
0, 20, 0, 0, 6, 8, 2200, 1, normal 
