   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 6, 8, 1400, 1, normal 
0, 1, 0, 0, 53, 67, 1400, 1, normal 
0, 2, 0, 0, 42, 53, 1400, 1, normal 
0, 3, 0, 0, 76, 95, 1400, 1, fork 
0, 4, 0, 0, 44, 55, 1400, 1, normal 
0, 5, 0, 0, 63, 79, 1400, 1, normal 
0, 6, 0, 0, 12, 15, 1400, 1, normal 
0, 7, 0, 0, 16, 21, 1400, 1, join 
0, 8, 0, 0, 25, 32, 1400, 1, normal 
0, 9, 0, 0, 45, 57, 1400, 1, normal 
