   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 31, 39, 900, 1, normal 
0, 1, 0, 0, 32, 41, 900, 1, normal 
0, 2, 0, 0, 16, 20, 900, 1, normal 
0, 3, 0, 0, 41, 52, 900, 1, fork 
0, 4, 0, 0, 40, 50, 900, 1, normal 
0, 5, 0, 0, 27, 34, 900, 1, normal 
0, 6, 0, 0, 1, 2, 900, 1, normal 
0, 7, 0, 0, 8, 11, 900, 1, join 
0, 8, 0, 0, 14, 18, 900, 1, normal 
0, 9, 0, 0, 32, 41, 900, 1, normal 
