   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 1, 2, 6400, 1, normal 
0, 1, 0, 0, 0, 1, 6400, 1, normal 
0, 2, 0, 0, 70, 88, 6400, 1, normal 
0, 3, 0, 0, 24, 30, 6400, 1, fork 
0, 4, 0, 0, 59, 74, 6400, 1, normal 
0, 5, 0, 0, 44, 55, 6400, 1, normal 
0, 6, 0, 0, 64, 81, 6400, 1, normal 
0, 7, 0, 0, 63, 79, 6400, 1, fork 
0, 8, 0, 0, 7, 9, 6400, 1, normal 
0, 9, 0, 0, 79, 99, 6400, 1, normal 
0, 10, 0, 0, 32, 40, 6400, 1, normal 
0, 11, 0, 0, 28, 36, 6400, 1, normal 
0, 12, 0, 0, 32, 41, 6400, 1, normal 
0, 13, 0, 0, 47, 59, 6400, 1, normal 
0, 14, 0, 0, 25, 32, 6400, 1, normal 
0, 15, 0, 0, 19, 24, 6400, 1, normal 
0, 16, 0, 0, 67, 84, 6400, 1, normal 
0, 17, 0, 0, 79, 99, 6400, 1, normal 
0, 18, 0, 0, 34, 43, 6400, 1, normal 
0, 19, 0, 0, 50, 63, 6400, 1, normal 
0, 20, 0, 0, 52, 66, 6400, 1, normal 
0, 21, 0, 0, 61, 77, 6400, 1, normal 
0, 22, 0, 0, 50, 63, 6400, 1, normal 
0, 23, 0, 0, 36, 46, 6400, 1, normal 
0, 24, 0, 0, 56, 71, 6400, 1, normal 
0, 25, 0, 0, 19, 24, 6400, 1, fork 
0, 26, 0, 0, 10, 13, 6400, 1, normal 
0, 27, 0, 0, 16, 20, 6400, 1, normal 
0, 28, 0, 0, 52, 65, 6400, 1, join 
0, 29, 0, 0, 43, 54, 6400, 1, join 
0, 30, 0, 0, 63, 79, 6400, 1, normal 
0, 31, 0, 0, 56, 70, 6400, 1, normal 
0, 32, 0, 0, 9, 12, 6400, 1, normal 
0, 33, 0, 0, 55, 69, 6400, 1, join 
0, 34, 0, 0, 64, 80, 6400, 1, normal 
0, 35, 0, 0, 2, 3, 6400, 1, normal 
0, 36, 0, 0, 43, 54, 6400, 1, normal 
0, 37, 0, 0, 74, 93, 6400, 1, normal 
