   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 74, 93, 7350, 1, normal 
0, 1, 0, 0, 78, 98, 7350, 1, normal 
0, 2, 0, 0, 27, 34, 7350, 1, normal 
0, 3, 0, 0, 50, 63, 7350, 1, fork 
0, 4, 0, 0, 41, 52, 7350, 1, normal 
0, 5, 0, 0, 53, 67, 7350, 1, normal 
0, 6, 0, 0, 52, 65, 7350, 1, normal 
0, 7, 0, 0, 63, 79, 7350, 1, fork 
0, 8, 0, 0, 78, 98, 7350, 1, normal 
0, 9, 0, 0, 32, 41, 7350, 1, normal 
0, 10, 0, 0, 77, 97, 7350, 1, normal 
0, 11, 0, 0, 19, 24, 7350, 1, normal 
0, 12, 0, 0, 21, 27, 7350, 1, normal 
0, 13, 0, 0, 13, 17, 7350, 1, normal 
0, 14, 0, 0, 49, 62, 7350, 1, normal 
0, 15, 0, 0, 16, 20, 7350, 1, normal 
0, 16, 0, 0, 39, 49, 7350, 1, normal 
0, 17, 0, 0, 75, 94, 7350, 1, normal 
0, 18, 0, 0, 47, 59, 7350, 1, normal 
0, 19, 0, 0, 28, 35, 7350, 1, normal 
0, 20, 0, 0, 40, 50, 7350, 1, normal 
0, 21, 0, 0, 8, 11, 7350, 1, normal 
0, 22, 0, 0, 65, 82, 7350, 1, fork 
0, 23, 0, 0, 37, 47, 7350, 1, normal 
0, 24, 0, 0, 68, 85, 7350, 1, normal 
0, 25, 0, 0, 18, 23, 7350, 1, normal 
0, 26, 0, 0, 21, 27, 7350, 1, normal 
0, 27, 0, 0, 60, 76, 7350, 1, normal 
0, 28, 0, 0, 65, 82, 7350, 1, normal 
0, 29, 0, 0, 76, 95, 7350, 1, normal 
0, 30, 0, 0, 36, 46, 7350, 1, normal 
0, 31, 0, 0, 20, 25, 7350, 1, join 
0, 32, 0, 0, 64, 81, 7350, 1, join 
0, 33, 0, 0, 32, 41, 7350, 1, normal 
0, 34, 0, 0, 7, 9, 7350, 1, normal 
0, 35, 0, 0, 78, 98, 7350, 1, normal 
0, 36, 0, 0, 20, 25, 7350, 1, join 
0, 37, 0, 0, 69, 87, 7350, 1, normal 
0, 38, 0, 0, 67, 84, 7350, 1, normal 
0, 39, 0, 0, 8, 11, 7350, 1, normal 
0, 40, 0, 0, 20, 26, 7350, 1, normal 
0, 41, 0, 0, 23, 29, 7350, 1, normal 
0, 42, 0, 0, 27, 34, 7350, 1, normal 
