   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 69, 87, 7700, 1, normal 
0, 1, 0, 0, 53, 67, 7700, 1, normal 
0, 2, 0, 0, 48, 61, 7700, 1, normal 
0, 3, 0, 0, 53, 67, 7700, 1, fork 
0, 4, 0, 0, 76, 96, 7700, 1, normal 
0, 5, 0, 0, 12, 16, 7700, 1, normal 
0, 6, 0, 0, 76, 96, 7700, 1, normal 
0, 7, 0, 0, 55, 69, 7700, 1, fork 
0, 8, 0, 0, 7, 9, 7700, 1, normal 
0, 9, 0, 0, 56, 71, 7700, 1, normal 
0, 10, 0, 0, 58, 73, 7700, 1, normal 
0, 11, 0, 0, 68, 85, 7700, 1, normal 
0, 12, 0, 0, 20, 26, 7700, 1, normal 
0, 13, 0, 0, 37, 47, 7700, 1, normal 
0, 14, 0, 0, 24, 31, 7700, 1, normal 
0, 15, 0, 0, 54, 68, 7700, 1, normal 
0, 16, 0, 0, 48, 61, 7700, 1, normal 
0, 17, 0, 0, 34, 43, 7700, 1, normal 
0, 18, 0, 0, 45, 57, 7700, 1, normal 
0, 19, 0, 0, 46, 58, 7700, 1, normal 
0, 20, 0, 0, 16, 21, 7700, 1, normal 
0, 21, 0, 0, 52, 66, 7700, 1, normal 
0, 22, 0, 0, 27, 34, 7700, 1, normal 
0, 23, 0, 0, 60, 75, 7700, 1, normal 
0, 24, 0, 0, 48, 61, 7700, 1, normal 
0, 25, 0, 0, 28, 35, 7700, 1, normal 
0, 26, 0, 0, 4, 6, 7700, 1, fork 
0, 27, 0, 0, 64, 80, 7700, 1, normal 
0, 28, 0, 0, 42, 53, 7700, 1, normal 
0, 29, 0, 0, 51, 64, 7700, 1, normal 
0, 30, 0, 0, 37, 47, 7700, 1, normal 
0, 31, 0, 0, 52, 65, 7700, 1, normal 
0, 32, 0, 0, 25, 32, 7700, 1, normal 
0, 33, 0, 0, 35, 44, 7700, 1, normal 
0, 34, 0, 0, 67, 84, 7700, 1, normal 
0, 35, 0, 0, 17, 22, 7700, 1, normal 
0, 36, 0, 0, 78, 98, 7700, 1, join 
0, 37, 0, 0, 61, 77, 7700, 1, join 
0, 38, 0, 0, 15, 19, 7700, 1, normal 
0, 39, 0, 0, 33, 42, 7700, 1, normal 
0, 40, 0, 0, 40, 51, 7700, 1, normal 
0, 41, 0, 0, 60, 75, 7700, 1, normal 
0, 42, 0, 0, 30, 38, 7700, 1, normal 
0, 43, 0, 0, 30, 38, 7700, 1, normal 
0, 44, 0, 0, 6, 8, 7700, 1, normal 
0, 45, 0, 0, 69, 87, 7700, 1, normal 
0, 46, 0, 0, 1, 2, 7700, 1, join 
0, 47, 0, 0, 32, 40, 7700, 1, normal 
