   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 65, 82, 4650, 1, normal 
0, 1, 0, 0, 31, 39, 4650, 1, normal 
0, 2, 0, 0, 36, 45, 4650, 1, normal 
0, 3, 0, 0, 28, 36, 4650, 1, fork 
0, 4, 0, 0, 35, 44, 4650, 1, normal 
0, 5, 0, 0, 41, 52, 4650, 1, normal 
0, 6, 0, 0, 7, 9, 4650, 1, normal 
0, 7, 0, 0, 14, 18, 4650, 1, fork 
0, 8, 0, 0, 66, 83, 4650, 1, normal 
0, 9, 0, 0, 76, 95, 4650, 1, normal 
0, 10, 0, 0, 20, 26, 4650, 1, normal 
0, 11, 0, 0, 64, 80, 4650, 1, normal 
0, 12, 0, 0, 55, 69, 4650, 1, normal 
0, 13, 0, 0, 26, 33, 4650, 1, normal 
0, 14, 0, 0, 22, 28, 4650, 1, normal 
0, 15, 0, 0, 60, 75, 4650, 1, normal 
0, 16, 0, 0, 4, 5, 4650, 1, normal 
0, 17, 0, 0, 78, 98, 4650, 1, normal 
0, 18, 0, 0, 3, 4, 4650, 1, normal 
0, 19, 0, 0, 79, 99, 4650, 1, normal 
0, 20, 0, 0, 16, 20, 4650, 1, normal 
0, 21, 0, 0, 68, 86, 4650, 1, normal 
0, 22, 0, 0, 76, 95, 4650, 1, join 
0, 23, 0, 0, 48, 61, 4650, 1, join 
0, 24, 0, 0, 59, 74, 4650, 1, normal 
0, 25, 0, 0, 24, 31, 4650, 1, normal 
0, 26, 0, 0, 61, 77, 4650, 1, normal 
0, 27, 0, 0, 4, 6, 4650, 1, normal 
0, 28, 0, 0, 4, 6, 4650, 1, normal 
0, 29, 0, 0, 42, 53, 4650, 1, normal 
