   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 62, 78, 5700, 1, normal 
0, 1, 0, 0, 55, 69, 5700, 1, normal 
0, 2, 0, 0, 8, 10, 5700, 1, normal 
0, 3, 0, 0, 70, 88, 5700, 1, fork 
0, 4, 0, 0, 48, 60, 5700, 1, normal 
0, 5, 0, 0, 20, 26, 5700, 1, normal 
0, 6, 0, 0, 44, 55, 5700, 1, normal 
0, 7, 0, 0, 72, 90, 5700, 1, fork 
0, 8, 0, 0, 40, 50, 5700, 1, normal 
0, 9, 0, 0, 42, 53, 5700, 1, normal 
0, 10, 0, 0, 17, 22, 5700, 1, normal 
0, 11, 0, 0, 66, 83, 5700, 1, normal 
0, 12, 0, 0, 72, 91, 5700, 1, normal 
0, 13, 0, 0, 26, 33, 5700, 1, normal 
0, 14, 0, 0, 62, 78, 5700, 1, normal 
0, 15, 0, 0, 71, 89, 5700, 1, normal 
0, 16, 0, 0, 4, 6, 5700, 1, normal 
0, 17, 0, 0, 57, 72, 5700, 1, normal 
0, 18, 0, 0, 76, 95, 5700, 1, normal 
0, 19, 0, 0, 16, 20, 5700, 1, normal 
0, 20, 0, 0, 61, 77, 5700, 1, normal 
0, 21, 0, 0, 48, 60, 5700, 1, normal 
0, 22, 0, 0, 31, 39, 5700, 1, normal 
0, 23, 0, 0, 64, 81, 5700, 1, normal 
0, 24, 0, 0, 50, 63, 5700, 1, normal 
0, 25, 0, 0, 0, 1, 5700, 1, normal 
0, 26, 0, 0, 36, 46, 5700, 1, join 
0, 27, 0, 0, 24, 30, 5700, 1, normal 
0, 28, 0, 0, 44, 55, 5700, 1, normal 
0, 29, 0, 0, 55, 69, 5700, 1, normal 
0, 30, 0, 0, 66, 83, 5700, 1, normal 
0, 31, 0, 0, 38, 48, 5700, 1, normal 
0, 32, 0, 0, 27, 34, 5700, 1, join 
0, 33, 0, 0, 56, 71, 5700, 1, normal 
0, 34, 0, 0, 53, 67, 5700, 1, normal 
