   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 39, 49, 5150, 1, normal 
0, 1, 0, 0, 56, 71, 5150, 1, normal 
0, 2, 0, 0, 40, 50, 5150, 1, normal 
0, 3, 0, 0, 28, 35, 5150, 1, fork 
0, 4, 0, 0, 71, 89, 5150, 1, normal 
0, 5, 0, 0, 64, 81, 5150, 1, normal 
0, 6, 0, 0, 28, 35, 5150, 1, normal 
0, 7, 0, 0, 16, 21, 5150, 1, fork 
0, 8, 0, 0, 20, 26, 5150, 1, normal 
0, 9, 0, 0, 64, 80, 5150, 1, normal 
0, 10, 0, 0, 2, 3, 5150, 1, normal 
0, 11, 0, 0, 71, 89, 5150, 1, normal 
0, 12, 0, 0, 4, 6, 5150, 1, normal 
0, 13, 0, 0, 52, 65, 5150, 1, normal 
0, 14, 0, 0, 67, 84, 5150, 1, normal 
0, 15, 0, 0, 41, 52, 5150, 1, normal 
0, 16, 0, 0, 12, 16, 5150, 1, normal 
0, 17, 0, 0, 64, 81, 5150, 1, normal 
0, 18, 0, 0, 5, 7, 5150, 1, normal 
0, 19, 0, 0, 78, 98, 5150, 1, normal 
0, 20, 0, 0, 46, 58, 5150, 1, normal 
0, 21, 0, 0, 18, 23, 5150, 1, normal 
0, 22, 0, 0, 73, 92, 5150, 1, normal 
0, 23, 0, 0, 77, 97, 5150, 1, join 
0, 24, 0, 0, 45, 57, 5150, 1, join 
0, 25, 0, 0, 21, 27, 5150, 1, normal 
0, 26, 0, 0, 19, 24, 5150, 1, normal 
0, 27, 0, 0, 59, 74, 5150, 1, normal 
0, 28, 0, 0, 79, 99, 5150, 1, normal 
0, 29, 0, 0, 11, 14, 5150, 1, normal 
0, 30, 0, 0, 34, 43, 5150, 1, normal 
