   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 9, 12, 3950, 1, normal 
0, 1, 0, 0, 24, 30, 3950, 1, normal 
0, 2, 0, 0, 13, 17, 3950, 1, normal 
0, 3, 0, 0, 49, 62, 3950, 1, fork 
0, 4, 0, 0, 20, 26, 3950, 1, normal 
0, 5, 0, 0, 50, 63, 3950, 1, normal 
0, 6, 0, 0, 60, 76, 3950, 1, normal 
0, 7, 0, 0, 72, 91, 3950, 1, fork 
0, 8, 0, 0, 41, 52, 3950, 1, normal 
0, 9, 0, 0, 33, 42, 3950, 1, normal 
0, 10, 0, 0, 44, 55, 3950, 1, normal 
0, 11, 0, 0, 6, 8, 3950, 1, normal 
0, 12, 0, 0, 4, 6, 3950, 1, normal 
0, 13, 0, 0, 14, 18, 3950, 1, normal 
0, 14, 0, 0, 76, 96, 3950, 1, normal 
0, 15, 0, 0, 36, 46, 3950, 1, normal 
0, 16, 0, 0, 16, 21, 3950, 1, normal 
0, 17, 0, 0, 44, 55, 3950, 1, normal 
0, 18, 0, 0, 76, 96, 3950, 1, join 
0, 19, 0, 0, 15, 19, 3950, 1, join 
0, 20, 0, 0, 77, 97, 3950, 1, normal 
0, 21, 0, 0, 2, 3, 3950, 1, normal 
0, 22, 0, 0, 77, 97, 3950, 1, normal 
0, 23, 0, 0, 76, 95, 3950, 1, normal 
0, 24, 0, 0, 50, 63, 3950, 1, normal 
