   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 32, 40, 8150, 1, normal 
0, 1, 0, 0, 72, 91, 8150, 1, normal 
0, 2, 0, 0, 21, 27, 8150, 1, normal 
0, 3, 0, 0, 76, 96, 8150, 1, fork 
0, 4, 0, 0, 10, 13, 8150, 1, normal 
0, 5, 0, 0, 52, 65, 8150, 1, normal 
0, 6, 0, 0, 74, 93, 8150, 1, normal 
0, 7, 0, 0, 16, 21, 8150, 1, fork 
0, 8, 0, 0, 62, 78, 8150, 1, normal 
0, 9, 0, 0, 45, 57, 8150, 1, normal 
0, 10, 0, 0, 39, 49, 8150, 1, normal 
0, 11, 0, 0, 32, 41, 8150, 1, normal 
0, 12, 0, 0, 55, 69, 8150, 1, normal 
0, 13, 0, 0, 53, 67, 8150, 1, normal 
0, 14, 0, 0, 7, 9, 8150, 1, normal 
0, 15, 0, 0, 59, 74, 8150, 1, normal 
0, 16, 0, 0, 24, 30, 8150, 1, normal 
0, 17, 0, 0, 52, 65, 8150, 1, normal 
0, 18, 0, 0, 73, 92, 8150, 1, normal 
0, 19, 0, 0, 30, 38, 8150, 1, normal 
0, 20, 0, 0, 76, 96, 8150, 1, normal 
0, 21, 0, 0, 54, 68, 8150, 1, normal 
0, 22, 0, 0, 8, 11, 8150, 1, normal 
0, 23, 0, 0, 12, 15, 8150, 1, normal 
0, 24, 0, 0, 72, 91, 8150, 1, normal 
0, 25, 0, 0, 65, 82, 8150, 1, normal 
0, 26, 0, 0, 24, 31, 8150, 1, normal 
0, 27, 0, 0, 72, 90, 8150, 1, normal 
0, 28, 0, 0, 20, 26, 8150, 1, normal 
0, 29, 0, 0, 54, 68, 8150, 1, fork 
0, 30, 0, 0, 32, 40, 8150, 1, normal 
0, 31, 0, 0, 17, 22, 8150, 1, normal 
0, 32, 0, 0, 51, 64, 8150, 1, normal 
0, 33, 0, 0, 13, 17, 8150, 1, normal 
0, 34, 0, 0, 16, 20, 8150, 1, normal 
0, 35, 0, 0, 41, 52, 8150, 1, normal 
0, 36, 0, 0, 35, 44, 8150, 1, normal 
0, 37, 0, 0, 68, 86, 8150, 1, normal 
0, 38, 0, 0, 62, 78, 8150, 1, normal 
0, 39, 0, 0, 35, 44, 8150, 1, join 
0, 40, 0, 0, 35, 44, 8150, 1, join 
0, 41, 0, 0, 12, 16, 8150, 1, normal 
0, 42, 0, 0, 56, 70, 8150, 1, normal 
0, 43, 0, 0, 42, 53, 8150, 1, normal 
0, 44, 0, 0, 28, 35, 8150, 1, normal 
0, 45, 0, 0, 76, 95, 8150, 1, normal 
0, 46, 0, 0, 68, 86, 8150, 1, normal 
0, 47, 0, 0, 53, 67, 8150, 1, normal 
0, 48, 0, 0, 40, 50, 8150, 1, normal 
0, 49, 0, 0, 50, 63, 8150, 1, join 
0, 50, 0, 0, 8, 10, 8150, 1, normal 
