   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 2, 3, 1200, 1, normal 
0, 1, 0, 0, 8, 11, 1200, 1, normal 
0, 2, 0, 0, 51, 64, 1200, 1, normal 
0, 3, 0, 0, 11, 14, 1200, 1, normal 
0, 4, 0, 0, 33, 42, 1200, 1, normal 
0, 5, 0, 0, 74, 93, 1200, 1, normal 
0, 6, 0, 0, 24, 30, 1200, 1, normal 
0, 7, 0, 0, 79, 99, 1200, 1, normal 
0, 8, 0, 0, 50, 63, 1200, 1, normal 
0, 9, 0, 0, 24, 31, 1200, 1, normal 
0, 10, 0, 0, 31, 39, 1200, 1, normal 
0, 11, 0, 0, 52, 66, 1200, 1, normal 
0, 12, 0, 0, 6, 8, 1200, 1, normal 
0, 13, 0, 0, 20, 26, 1200, 1, normal 
0, 14, 0, 0, 20, 25, 1200, 1, normal 
0, 15, 0, 0, 11, 14, 1200, 1, normal 
0, 16, 0, 0, 12, 15, 1200, 1, normal 
0, 17, 0, 0, 52, 66, 1200, 1, normal 
0, 18, 0, 0, 11, 14, 1200, 1, normal 
0, 19, 0, 0, 59, 74, 1200, 1, normal 
0, 20, 0, 0, 55, 69, 1200, 1, normal 
0, 21, 0, 0, 0, 1, 1200, 1, normal 
0, 22, 0, 0, 77, 97, 1200, 1, normal 
