   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 54, 68, 550, 1, normal 
0, 1, 0, 0, 72, 90, 550, 1, normal 
0, 2, 0, 0, 6, 8, 550, 1, normal 
0, 3, 0, 0, 16, 20, 550, 1, normal 
0, 4, 0, 0, 65, 82, 550, 1, normal 
0, 5, 0, 0, 30, 38, 550, 1, normal 
0, 6, 0, 0, 76, 95, 550, 1, normal 
0, 7, 0, 0, 13, 17, 550, 1, normal 
0, 8, 0, 0, 0, 1, 550, 1, normal 
0, 9, 0, 0, 13, 17, 550, 1, normal 
0, 10, 0, 0, 13, 17, 550, 1, normal 
