   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 12, 16, 300, 1, normal 
0, 1, 0, 0, 19, 24, 300, 1, normal 
0, 2, 0, 0, 32, 40, 300, 1, normal 
0, 3, 0, 0, 31, 39, 300, 1, normal 
0, 4, 0, 0, 68, 86, 300, 1, normal 
0, 5, 0, 0, 56, 71, 300, 1, normal 
0, 6, 0, 0, 38, 48, 300, 1, normal 
0, 7, 0, 0, 52, 65, 300, 1, normal 
0, 8, 0, 0, 78, 98, 300, 1, normal 
0, 9, 0, 0, 0, 1, 300, 1, normal 
0, 10, 0, 0, 39, 49, 300, 1, normal 
0, 11, 0, 0, 11, 14, 300, 1, normal 
0, 12, 0, 0, 72, 90, 300, 1, normal 
0, 13, 0, 0, 17, 22, 300, 1, normal 
0, 14, 0, 0, 53, 67, 300, 1, normal 
0, 15, 0, 0, 12, 15, 300, 1, normal 
0, 16, 0, 0, 16, 20, 300, 1, normal 
