   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 57, 72, 1100, 1, normal 
0, 1, 0, 0, 0, 1, 1100, 1, normal 
0, 2, 0, 0, 55, 69, 1100, 1, normal 
0, 3, 0, 0, 55, 69, 1100, 1, normal 
0, 4, 0, 0, 59, 74, 1100, 1, normal 
0, 5, 0, 0, 3, 4, 1100, 1, normal 
0, 6, 0, 0, 37, 47, 1100, 1, normal 
0, 7, 0, 0, 72, 90, 1100, 1, normal 
0, 8, 0, 0, 72, 91, 1100, 1, normal 
0, 9, 0, 0, 43, 54, 1100, 1, normal 
0, 10, 0, 0, 47, 59, 1100, 1, normal 
0, 11, 0, 0, 78, 98, 1100, 1, normal 
0, 12, 0, 0, 70, 88, 1100, 1, normal 
0, 13, 0, 0, 27, 34, 1100, 1, normal 
0, 14, 0, 0, 19, 24, 1100, 1, normal 
