   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 29, 37, 450, 1, normal 
0, 1, 0, 0, 45, 57, 450, 1, normal 
0, 2, 0, 0, 52, 66, 450, 1, normal 
0, 3, 0, 0, 48, 60, 450, 1, normal 
0, 4, 0, 0, 7, 9, 450, 1, normal 
0, 5, 0, 0, 1, 2, 450, 1, normal 
0, 6, 0, 0, 4, 6, 450, 1, normal 
0, 7, 0, 0, 65, 82, 450, 1, normal 
0, 8, 0, 0, 35, 44, 450, 1, normal 
0, 9, 0, 0, 74, 93, 450, 1, normal 
0, 10, 0, 0, 54, 68, 450, 1, normal 
