   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 0, 1, 2000, 1, normal 
0, 1, 0, 0, 24, 31, 2000, 1, normal 
0, 2, 0, 0, 17, 22, 2000, 1, normal 
0, 3, 0, 0, 52, 65, 2000, 1, normal 
0, 4, 0, 0, 75, 94, 2000, 1, normal 
0, 5, 0, 0, 25, 32, 2000, 1, normal 
0, 6, 0, 0, 64, 80, 2000, 1, normal 
0, 7, 0, 0, 30, 38, 2000, 1, normal 
0, 8, 0, 0, 33, 42, 2000, 1, normal 
0, 9, 0, 0, 67, 84, 2000, 1, normal 
0, 10, 0, 0, 76, 95, 2000, 1, normal 
0, 11, 0, 0, 4, 6, 2000, 1, normal 
0, 12, 0, 0, 46, 58, 2000, 1, normal 
0, 13, 0, 0, 15, 19, 2000, 1, normal 
0, 14, 0, 0, 67, 84, 2000, 1, normal 
0, 15, 0, 0, 37, 47, 2000, 1, normal 
0, 16, 0, 0, 8, 10, 2000, 1, normal 
