   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 55, 69, 400, 1, normal 
0, 1, 0, 0, 75, 94, 400, 1, normal 
0, 2, 0, 0, 41, 52, 400, 1, normal 
0, 3, 0, 0, 25, 32, 400, 1, normal 
0, 4, 0, 0, 41, 52, 400, 1, normal 
0, 5, 0, 0, 64, 80, 400, 1, normal 
0, 6, 0, 0, 31, 39, 400, 1, normal 
0, 7, 0, 0, 55, 69, 400, 1, normal 
0, 8, 0, 0, 4, 6, 400, 1, normal 
0, 9, 0, 0, 29, 37, 400, 1, normal 
0, 10, 0, 0, 2, 3, 400, 1, normal 
0, 11, 0, 0, 72, 91, 400, 1, normal 
0, 12, 0, 0, 45, 57, 400, 1, normal 
0, 13, 0, 0, 23, 29, 400, 1, normal 
0, 14, 0, 0, 75, 94, 400, 1, normal 
0, 15, 0, 0, 75, 94, 400, 1, normal 
0, 16, 0, 0, 64, 81, 400, 1, normal 
