   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 71, 89, 1100, 1, normal 
0, 1, 0, 0, 13, 17, 1100, 1, normal 
0, 2, 0, 0, 48, 60, 1100, 1, normal 
0, 3, 0, 0, 33, 42, 1100, 1, normal 
0, 4, 0, 0, 57, 72, 1100, 1, normal 
0, 5, 0, 0, 32, 41, 1100, 1, normal 
0, 6, 0, 0, 51, 64, 1100, 1, normal 
0, 7, 0, 0, 59, 74, 1100, 1, normal 
0, 8, 0, 0, 41, 52, 1100, 1, normal 
0, 9, 0, 0, 27, 34, 1100, 1, normal 
0, 10, 0, 0, 63, 79, 1100, 1, normal 
0, 11, 0, 0, 52, 65, 1100, 1, normal 
0, 12, 0, 0, 54, 68, 1100, 1, normal 
0, 13, 0, 0, 66, 83, 1100, 1, normal 
0, 14, 0, 0, 16, 20, 1100, 1, normal 
