   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 38, 48, 300, 1, normal 
0, 1, 0, 0, 12, 15, 300, 1, normal 
0, 2, 0, 0, 48, 60, 300, 1, normal 
0, 3, 0, 0, 16, 21, 300, 1, normal 
0, 4, 0, 0, 31, 39, 300, 1, normal 
0, 5, 0, 0, 63, 79, 300, 1, normal 
0, 6, 0, 0, 66, 83, 300, 1, normal 
0, 7, 0, 0, 59, 74, 300, 1, normal 
0, 8, 0, 0, 72, 90, 300, 1, normal 
0, 9, 0, 0, 6, 8, 300, 1, normal 
0, 10, 0, 0, 61, 77, 300, 1, normal 
0, 11, 0, 0, 52, 65, 300, 1, normal 
