   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 31, 39, 300, 1, normal 
0, 1, 0, 0, 64, 80, 300, 1, normal 
0, 2, 0, 0, 18, 23, 300, 1, normal 
0, 3, 0, 0, 57, 72, 300, 1, normal 
0, 4, 0, 0, 64, 80, 300, 1, normal 
0, 5, 0, 0, 22, 28, 300, 1, normal 
0, 6, 0, 0, 29, 37, 300, 1, normal 
0, 7, 0, 0, 39, 49, 300, 1, normal 
0, 8, 0, 0, 28, 35, 300, 1, normal 
0, 9, 0, 0, 72, 91, 300, 1, normal 
0, 10, 0, 0, 2, 3, 300, 1, normal 
0, 11, 0, 0, 6, 8, 300, 1, normal 
0, 12, 0, 0, 38, 48, 300, 1, normal 
0, 13, 0, 0, 39, 49, 300, 1, normal 
0, 14, 0, 0, 61, 77, 300, 1, normal 
0, 15, 0, 0, 19, 24, 300, 1, normal 
