   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 1, 2, 750, 1, normal 
0, 1, 0, 0, 44, 56, 750, 1, normal 
0, 2, 0, 0, 18, 23, 750, 1, normal 
0, 3, 0, 0, 51, 64, 750, 1, normal 
0, 4, 0, 0, 14, 18, 750, 1, normal 
0, 5, 0, 0, 1, 2, 750, 1, normal 
0, 6, 0, 0, 56, 70, 750, 1, normal 
0, 7, 0, 0, 32, 41, 750, 1, normal 
0, 8, 0, 0, 12, 15, 750, 1, normal 
0, 9, 0, 0, 69, 87, 750, 1, normal 
0, 10, 0, 0, 15, 19, 750, 1, normal 
0, 11, 0, 0, 36, 45, 750, 1, normal 
0, 12, 0, 0, 32, 40, 750, 1, normal 
0, 13, 0, 0, 47, 59, 750, 1, normal 
0, 14, 0, 0, 52, 65, 750, 1, normal 
0, 15, 0, 0, 36, 45, 750, 1, normal 
0, 16, 0, 0, 24, 31, 750, 1, normal 
0, 17, 0, 0, 6, 8, 750, 1, normal 
0, 18, 0, 0, 28, 36, 750, 1, normal 
0, 19, 0, 0, 55, 69, 750, 1, normal 
0, 20, 0, 0, 76, 96, 750, 1, normal 
0, 21, 0, 0, 14, 18, 750, 1, normal 
