   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 22, 28, 150, 1, normal 
0, 1, 0, 0, 23, 29, 150, 1, normal 
0, 2, 0, 0, 8, 10, 150, 1, normal 
0, 3, 0, 0, 40, 51, 150, 1, normal 
0, 4, 0, 0, 54, 68, 150, 1, normal 
0, 5, 0, 0, 52, 65, 150, 1, normal 
0, 6, 0, 0, 63, 79, 150, 1, normal 
0, 7, 0, 0, 25, 32, 150, 1, normal 
0, 8, 0, 0, 2, 3, 150, 1, normal 
0, 9, 0, 0, 12, 15, 150, 1, normal 
0, 10, 0, 0, 62, 78, 150, 1, normal 
0, 11, 0, 0, 3, 4, 150, 1, normal 
