   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 4, 6, 300, 1, normal 
0, 1, 0, 0, 70, 88, 300, 1, normal 
0, 2, 0, 0, 69, 87, 300, 1, normal 
0, 3, 0, 0, 10, 13, 300, 1, normal 
0, 4, 0, 0, 1, 2, 300, 1, normal 
0, 5, 0, 0, 57, 72, 300, 1, normal 
0, 6, 0, 0, 69, 87, 300, 1, normal 
0, 7, 0, 0, 35, 44, 300, 1, normal 
0, 8, 0, 0, 72, 91, 300, 1, normal 
0, 9, 0, 0, 69, 87, 300, 1, normal 
0, 10, 0, 0, 19, 24, 300, 1, normal 
0, 11, 0, 0, 28, 36, 300, 1, normal 
0, 12, 0, 0, 19, 24, 300, 1, normal 
0, 13, 0, 0, 64, 80, 300, 1, normal 
0, 14, 0, 0, 50, 63, 300, 1, normal 
0, 15, 0, 0, 21, 27, 300, 1, normal 
0, 16, 0, 0, 8, 11, 300, 1, normal 
0, 17, 0, 0, 12, 15, 300, 1, normal 
0, 18, 0, 0, 59, 74, 300, 1, normal 
0, 19, 0, 0, 77, 97, 300, 1, normal 
0, 20, 0, 0, 51, 64, 300, 1, normal 
0, 21, 0, 0, 44, 56, 300, 1, normal 
