   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 26, 33, 400, 1, normal 
0, 1, 0, 0, 2, 3, 400, 1, normal 
0, 2, 0, 0, 47, 59, 400, 1, normal 
0, 3, 0, 0, 40, 50, 400, 1, normal 
0, 4, 0, 0, 44, 56, 400, 1, normal 
0, 5, 0, 0, 1, 2, 400, 1, normal 
0, 6, 0, 0, 56, 70, 400, 1, normal 
0, 7, 0, 0, 38, 48, 400, 1, normal 
0, 8, 0, 0, 79, 99, 400, 1, normal 
0, 9, 0, 0, 64, 81, 400, 1, normal 
0, 10, 0, 0, 35, 44, 400, 1, normal 
0, 11, 0, 0, 4, 5, 400, 1, normal 
0, 12, 0, 0, 10, 13, 400, 1, normal 
0, 13, 0, 0, 21, 27, 400, 1, normal 
0, 14, 0, 0, 16, 20, 400, 1, normal 
0, 15, 0, 0, 20, 26, 400, 1, normal 
0, 16, 0, 0, 2, 3, 400, 1, normal 
0, 17, 0, 0, 67, 84, 400, 1, normal 
0, 18, 0, 0, 52, 66, 400, 1, normal 
0, 19, 0, 0, 43, 54, 400, 1, normal 
0, 20, 0, 0, 15, 19, 400, 1, normal 
0, 21, 0, 0, 36, 46, 400, 1, normal 
0, 22, 0, 0, 40, 50, 400, 1, normal 
0, 23, 0, 0, 73, 92, 400, 1, normal 
0, 24, 0, 0, 68, 85, 400, 1, normal 
0, 25, 0, 0, 60, 76, 400, 1, normal 
0, 26, 0, 0, 29, 37, 400, 1, normal 
0, 27, 0, 0, 6, 8, 400, 1, normal 
0, 28, 0, 0, 4, 5, 400, 1, normal 
0, 29, 0, 0, 19, 24, 400, 1, normal 
0, 30, 0, 0, 40, 51, 400, 1, normal 
0, 31, 0, 0, 77, 97, 400, 1, normal 
