   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 0, 1, 300, 1, normal 
0, 1, 0, 0, 24, 31, 300, 1, normal 
0, 2, 0, 0, 17, 22, 300, 1, normal 
0, 3, 0, 0, 52, 65, 300, 1, normal 
0, 4, 0, 0, 75, 94, 300, 1, normal 
0, 5, 0, 0, 25, 32, 300, 1, normal 
0, 6, 0, 0, 64, 80, 300, 1, normal 
0, 7, 0, 0, 30, 38, 300, 1, normal 
0, 8, 0, 0, 33, 42, 300, 1, normal 
0, 9, 0, 0, 67, 84, 300, 1, normal 
0, 10, 0, 0, 76, 95, 300, 1, normal 
0, 11, 0, 0, 4, 6, 300, 1, normal 
0, 12, 0, 0, 46, 58, 300, 1, normal 
0, 13, 0, 0, 15, 19, 300, 1, normal 
0, 14, 0, 0, 67, 84, 300, 1, normal 
0, 15, 0, 0, 37, 47, 300, 1, normal 
0, 16, 0, 0, 8, 10, 300, 1, normal 
