   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 46, 58, 200, 1, normal 
0, 1, 0, 0, 25, 32, 200, 1, normal 
0, 2, 0, 0, 11, 14, 200, 1, normal 
0, 3, 0, 0, 47, 59, 200, 1, normal 
0, 4, 0, 0, 42, 53, 200, 1, normal 
0, 5, 0, 0, 48, 61, 200, 1, normal 
0, 6, 0, 0, 15, 19, 200, 1, normal 
0, 7, 0, 0, 20, 25, 200, 1, normal 
0, 8, 0, 0, 45, 57, 200, 1, normal 
0, 9, 0, 0, 30, 38, 200, 1, normal 
0, 10, 0, 0, 27, 34, 200, 1, normal 
0, 11, 0, 0, 16, 20, 200, 1, normal 
