   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 62, 78, 600, 1, normal 
0, 1, 0, 0, 4, 6, 600, 1, normal 
0, 2, 0, 0, 0, 1, 600, 1, normal 
0, 3, 0, 0, 58, 73, 600, 1, normal 
0, 4, 0, 0, 2, 3, 600, 1, normal 
0, 5, 0, 0, 56, 70, 600, 1, normal 
0, 6, 0, 0, 77, 97, 600, 1, normal 
0, 7, 0, 0, 36, 46, 600, 1, normal 
0, 8, 0, 0, 28, 36, 600, 1, normal 
0, 9, 0, 0, 73, 92, 600, 1, normal 
0, 10, 0, 0, 8, 10, 600, 1, normal 
0, 11, 0, 0, 35, 44, 600, 1, normal 
0, 12, 0, 0, 19, 24, 600, 1, normal 
0, 13, 0, 0, 73, 92, 600, 1, normal 
0, 14, 0, 0, 8, 11, 600, 1, normal 
0, 15, 0, 0, 40, 51, 600, 1, normal 
0, 16, 0, 0, 44, 55, 600, 1, normal 
0, 17, 0, 0, 76, 96, 600, 1, normal 
0, 18, 0, 0, 6, 8, 600, 1, normal 
0, 19, 0, 0, 14, 18, 600, 1, normal 
0, 20, 0, 0, 24, 31, 600, 1, normal 
0, 21, 0, 0, 13, 17, 600, 1, normal 
0, 22, 0, 0, 38, 48, 600, 1, normal 
0, 23, 0, 0, 47, 59, 600, 1, normal 
0, 24, 0, 0, 56, 70, 600, 1, normal 
0, 25, 0, 0, 32, 41, 600, 1, normal 
0, 26, 0, 0, 15, 19, 600, 1, normal 
