   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 49, 62, 400, 1, normal 
0, 1, 0, 0, 69, 87, 400, 1, normal 
0, 2, 0, 0, 52, 66, 400, 1, normal 
0, 3, 0, 0, 51, 64, 400, 1, normal 
0, 4, 0, 0, 63, 79, 400, 1, normal 
0, 5, 0, 0, 75, 94, 400, 1, normal 
0, 6, 0, 0, 69, 87, 400, 1, normal 
0, 7, 0, 0, 25, 32, 400, 1, normal 
0, 8, 0, 0, 56, 71, 400, 1, normal 
0, 9, 0, 0, 44, 55, 400, 1, normal 
0, 10, 0, 0, 75, 94, 400, 1, normal 
0, 11, 0, 0, 48, 61, 400, 1, normal 
0, 12, 0, 0, 73, 92, 400, 1, normal 
0, 13, 0, 0, 51, 64, 400, 1, normal 
0, 14, 0, 0, 41, 52, 400, 1, normal 
0, 15, 0, 0, 51, 64, 400, 1, normal 
0, 16, 0, 0, 35, 44, 400, 1, normal 
0, 17, 0, 0, 36, 46, 400, 1, normal 
0, 18, 0, 0, 2, 3, 400, 1, normal 
0, 19, 0, 0, 7, 9, 400, 1, normal 
0, 20, 0, 0, 20, 26, 400, 1, normal 
0, 21, 0, 0, 75, 94, 400, 1, normal 
0, 22, 0, 0, 8, 11, 400, 1, normal 
0, 23, 0, 0, 62, 78, 400, 1, normal 
0, 24, 0, 0, 30, 38, 400, 1, normal 
0, 25, 0, 0, 72, 90, 400, 1, normal 
0, 26, 0, 0, 35, 44, 400, 1, normal 
