   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 58, 73, 300, 1, normal 
0, 1, 0, 0, 32, 41, 300, 1, normal 
0, 2, 0, 0, 10, 13, 300, 1, normal 
0, 3, 0, 0, 20, 25, 300, 1, normal 
0, 4, 0, 0, 72, 91, 300, 1, normal 
0, 5, 0, 0, 40, 51, 300, 1, normal 
0, 6, 0, 0, 48, 60, 300, 1, normal 
0, 7, 0, 0, 50, 63, 300, 1, normal 
0, 8, 0, 0, 68, 85, 300, 1, normal 
0, 9, 0, 0, 30, 38, 300, 1, normal 
0, 10, 0, 0, 21, 27, 300, 1, normal 
0, 11, 0, 0, 40, 50, 300, 1, normal 
0, 12, 0, 0, 58, 73, 300, 1, normal 
0, 13, 0, 0, 56, 71, 300, 1, normal 
0, 14, 0, 0, 12, 15, 300, 1, normal 
0, 15, 0, 0, 52, 65, 300, 1, normal 
0, 16, 0, 0, 52, 66, 300, 1, normal 
0, 17, 0, 0, 48, 61, 300, 1, normal 
