   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 22, 28, 100, 1, normal 
0, 1, 0, 0, 23, 29, 100, 1, normal 
0, 2, 0, 0, 8, 10, 100, 1, normal 
0, 3, 0, 0, 40, 51, 100, 1, normal 
0, 4, 0, 0, 54, 68, 100, 1, normal 
0, 5, 0, 0, 52, 65, 100, 1, normal 
0, 6, 0, 0, 63, 79, 100, 1, normal 
0, 7, 0, 0, 25, 32, 100, 1, normal 
0, 8, 0, 0, 2, 3, 100, 1, normal 
0, 9, 0, 0, 12, 15, 100, 1, normal 
0, 10, 0, 0, 62, 78, 100, 1, normal 
0, 11, 0, 0, 3, 4, 100, 1, normal 
