Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 40, 50, 40, 50
0, 1, 73, 92, 73, 92
0, 2, 70, 88, 70, 88
0, 3, 74, 97, 74, 97
0, 4, 75, 164, 75, 164
0, 5, 129, 231, 129, 231
0, 6, 145, 251, 145, 251
0, 7, 129, 256, 129, 256
0, 8, 144, 352, 144, 352
0, 9, 179, 396, 179, 396
0, 10, 155, 283, 155, 283
0, 11, 207, 442, 207, 442
0, 12, 176, 423, 176, 423
0, 13, 128, 381, 128, 381
0, 14, 218, 507, 218, 507
0, 15, 265, 655, 265, 655
0, 16, 288, 688, 288, 688
0, 17, 188, 515, 188, 515
0, 18, 193, 598, 193, 598
0, 19, 240, 657, 240, 657
0, 20, 231, 657, 231, 657
0, 21, 306, 751, 306, 751
0, 22, 173, 595, 173, 595
0, 23, 234, 680, 234, 680
0, 24, 245, 702, 245, 702
0, 25, 349, 824, 349, 824
0, 26, 378, 860, 378, 860
0, 27, 281, 823, 281, 823
0, 28, 434, 931, 434, 931
0, 29, 456, 957, 456, 957
