   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 4, 6, 950, 1, normal 
0, 1, 0, 0, 39, 49, 950, 1, normal 
0, 2, 0, 0, 58, 73, 950, 1, normal 
0, 3, 0, 0, 42, 53, 950, 1, fork 
0, 4, 0, 0, 16, 20, 950, 1, normal 
0, 5, 0, 0, 42, 53, 950, 1, normal 
0, 6, 0, 0, 10, 13, 950, 1, normal 
0, 7, 0, 0, 69, 87, 950, 1, fork 
0, 8, 0, 0, 8, 10, 950, 1, normal 
0, 9, 0, 0, 32, 41, 950, 1, normal 
0, 10, 0, 0, 56, 70, 950, 1, join 
0, 11, 0, 0, 29, 37, 950, 1, join 
0, 12, 0, 0, 21, 27, 950, 1, normal 
0, 13, 0, 0, 36, 46, 950, 1, normal 
