Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 50, 63, 50, 63
0, 1, 85, 107, 85, 107
0, 2, 114, 144, 114, 144
0, 3, 192, 242, 192, 242
0, 4, 244, 331, 244, 331
0, 5, 212, 291, 212, 291
0, 6, 210, 265, 210, 265
0, 7, 145, 183, 145, 183
0, 8, 238, 323, 238, 323
0, 9, 275, 378, 275, 378
0, 10, 242, 384, 242, 384
0, 11, 209, 287, 209, 287
0, 12, 226, 351, 226, 351
0, 13, 210, 352, 210, 352
0, 14, 304, 445, 304, 445
0, 15, 347, 474, 347, 474
0, 16, 258, 392, 258, 392
0, 17, 312, 455, 312, 455
0, 18, 396, 506, 396, 506
0, 19, 0, 9223372036854775807, 0, 9223372036854775807
