Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 76, 96, 76, 96
0, 1, 140, 177, 140, 177
0, 2, 140, 176, 140, 176
0, 3, 141, 178, 141, 178
0, 4, 217, 332, 217, 332
0, 5, 214, 328, 214, 328
0, 6, 146, 185, 146, 185
0, 7, 217, 281, 217, 281
0, 8, 251, 400, 251, 400
0, 9, 239, 385, 239, 385
0, 10, 193, 333, 193, 333
0, 11, 253, 410, 253, 410
0, 12, 314, 445, 314, 445
0, 13, 332, 499, 332, 499
0, 14, 384, 533, 384, 533
0, 15, 245, 503, 245, 503
0, 16, 277, 531, 277, 531
0, 17, 435, 597, 435, 597
0, 18, 475, 648, 475, 648
0, 19, 551, 743, 551, 743
