Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 20, 26, 20, 26
0, 1, 67, 85, 67, 85
0, 2, 50, 64, 50, 64
0, 3, 126, 181, 126, 181
0, 4, 136, 282, 136, 282
0, 5, 195, 356, 195, 356
0, 6, 68, 87, 68, 87
0, 7, 76, 97, 76, 97
0, 8, 152, 257, 152, 257
0, 9, 112, 208, 112, 208
0, 10, 67, 214, 67, 214
0, 11, 90, 310, 90, 310
0, 12, 109, 422, 109, 422
0, 13, 134, 412, 134, 412
0, 14, 155, 439, 155, 439
0, 15, 142, 396, 142, 396
0, 16, 154, 490, 154, 490
0, 17, 174, 513, 174, 513
0, 18, 213, 554, 213, 554
0, 19, 126, 413, 126, 413
0, 20, 134, 507, 134, 507
0, 21, 205, 596, 205, 596
0, 22, 212, 609, 212, 609
0, 23, 249, 652, 249, 652
0, 24, 258, 654, 258, 654
0, 25, 226, 640, 226, 640
0, 26, 202, 666, 202, 666
0, 27, 263, 713, 263, 713
0, 28, 258, 718, 258, 718
0, 29, 319, 783, 319, 783
0, 30, 390, 811, 390, 811
0, 31, 427, 850, 427, 850
