   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 39, 49, 1900, 1, normal 
0, 1, 0, 0, 56, 71, 1900, 1, normal 
0, 2, 0, 0, 40, 50, 1900, 1, normal 
0, 3, 0, 0, 28, 35, 1900, 1, fork 
0, 4, 0, 0, 71, 89, 1900, 1, normal 
0, 5, 0, 0, 64, 81, 1900, 1, normal 
0, 6, 0, 0, 28, 35, 1900, 1, normal 
0, 7, 0, 0, 16, 21, 1900, 1, fork 
0, 8, 0, 0, 20, 26, 1900, 1, normal 
0, 9, 0, 0, 64, 80, 1900, 1, normal 
0, 10, 0, 0, 2, 3, 1900, 1, normal 
0, 11, 0, 0, 71, 89, 1900, 1, normal 
0, 12, 0, 0, 4, 6, 1900, 1, normal 
0, 13, 0, 0, 52, 65, 1900, 1, normal 
0, 14, 0, 0, 67, 84, 1900, 1, normal 
0, 15, 0, 0, 41, 52, 1900, 1, normal 
0, 16, 0, 0, 12, 16, 1900, 1, normal 
0, 17, 0, 0, 64, 81, 1900, 1, normal 
0, 18, 0, 0, 5, 7, 1900, 1, normal 
0, 19, 0, 0, 78, 98, 1900, 1, normal 
0, 20, 0, 0, 46, 58, 1900, 1, normal 
0, 21, 0, 0, 18, 23, 1900, 1, normal 
0, 22, 0, 0, 73, 92, 1900, 1, normal 
0, 23, 0, 0, 77, 97, 1900, 1, join 
0, 24, 0, 0, 45, 57, 1900, 1, join 
0, 25, 0, 0, 21, 27, 1900, 1, normal 
0, 26, 0, 0, 19, 24, 1900, 1, normal 
0, 27, 0, 0, 59, 74, 1900, 1, normal 
0, 28, 0, 0, 79, 99, 1900, 1, normal 
0, 29, 0, 0, 11, 14, 1900, 1, normal 
0, 30, 0, 0, 34, 43, 1900, 1, normal 
