Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 77, 97, 77, 97
0, 1, 92, 116, 92, 116
0, 2, 81, 103, 81, 103
0, 3, 137, 186, 137, 186
0, 4, 161, 264, 161, 264
0, 5, 139, 236, 139, 236
0, 6, 148, 269, 148, 269
0, 7, 158, 283, 158, 283
0, 8, 186, 319, 186, 319
0, 9, 259, 411, 259, 411
0, 10, 206, 373, 206, 373
0, 11, 166, 293, 166, 293
0, 12, 185, 317, 185, 317
0, 13, 223, 365, 223, 365
0, 14, 266, 441, 266, 441
0, 15, 231, 376, 231, 376
0, 16, 219, 408, 219, 408
0, 17, 291, 452, 291, 452
0, 18, 301, 485, 301, 485
0, 19, 219, 453, 219, 453
0, 20, 337, 531, 337, 531
0, 21, 399, 609, 399, 609
