Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 78, 98, 78, 98
0, 1, 79, 100, 79, 100
0, 2, 89, 112, 89, 112
0, 3, 153, 192, 153, 192
0, 4, 215, 323, 215, 323
0, 5, 161, 255, 161, 255
0, 6, 101, 127, 101, 127
0, 7, 160, 201, 160, 201
0, 8, 203, 333, 203, 333
0, 9, 200, 330, 200, 330
0, 10, 224, 344, 224, 344
0, 11, 256, 388, 256, 388
0, 12, 260, 415, 260, 415
0, 13, 317, 465, 317, 465
0, 14, 225, 407, 225, 407
0, 15, 223, 429, 223, 429
0, 16, 324, 474, 324, 474
0, 17, 383, 548, 383, 548
0, 18, 0, 9223372036854775807, 0, 9223372036854775807
