Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 45, 57, 45, 57
0, 1, 89, 113, 89, 113
0, 2, 81, 103, 81, 103
0, 3, 103, 162, 103, 162
0, 4, 147, 297, 147, 297
0, 5, 159, 312, 159, 312
0, 6, 104, 175, 104, 175
0, 7, 148, 232, 148, 232
0, 8, 198, 375, 198, 375
0, 9, 212, 392, 212, 392
0, 10, 93, 219, 93, 219
0, 11, 118, 331, 118, 331
0, 12, 184, 494, 184, 494
0, 13, 201, 482, 201, 482
0, 14, 136, 440, 136, 440
0, 15, 176, 555, 176, 555
0, 16, 186, 556, 186, 556
0, 17, 199, 572, 199, 572
0, 18, 259, 632, 259, 632
0, 19, 204, 551, 204, 551
0, 20, 215, 628, 215, 628
0, 21, 269, 709, 269, 709
0, 22, 266, 699, 266, 699
0, 23, 201, 678, 201, 678
0, 24, 280, 751, 280, 751
0, 25, 202, 689, 202, 689
0, 26, 310, 753, 310, 753
0, 27, 310, 803, 310, 803
0, 28, 310, 807, 310, 807
0, 29, 436, 822, 436, 822
0, 30, 493, 888, 493, 888
