Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 65, 82, 65, 82
0, 1, 96, 121, 96, 121
0, 2, 101, 127, 101, 127
0, 3, 129, 237, 129, 237
0, 4, 164, 378, 164, 378
0, 5, 170, 386, 170, 386
0, 6, 108, 234, 108, 234
0, 7, 122, 255, 122, 255
0, 8, 188, 436, 188, 436
0, 9, 198, 448, 198, 448
0, 10, 142, 315, 142, 315
0, 11, 206, 493, 206, 493
0, 12, 197, 516, 197, 516
0, 13, 223, 526, 223, 526
0, 14, 118, 376, 118, 376
0, 15, 178, 532, 178, 532
0, 16, 182, 610, 182, 610
0, 17, 256, 676, 256, 676
0, 18, 121, 536, 121, 536
0, 19, 200, 708, 200, 708
0, 20, 194, 646, 194, 646
0, 21, 262, 684, 262, 684
0, 22, 246, 684, 246, 684
0, 23, 246, 596, 246, 596
0, 24, 282, 609, 282, 609
0, 25, 280, 566, 280, 566
0, 26, 323, 524, 323, 524
0, 27, 297, 541, 297, 541
0, 28, 0, 9223372036854775807, 0, 9223372036854775807
0, 29, 0, 9223372036854775807, 0, 9223372036854775807
