Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 22, 28, 22, 28
0, 1, 62, 79, 62, 79
0, 2, 98, 124, 98, 124
0, 3, 118, 150, 118, 150
0, 4, 166, 251, 166, 251
0, 5, 146, 227, 146, 227
0, 6, 157, 198, 157, 198
0, 7, 151, 240, 151, 240
0, 8, 218, 383, 218, 383
0, 9, 169, 321, 169, 321
0, 10, 221, 331, 221, 331
0, 11, 248, 388, 248, 388
0, 12, 281, 443, 281, 443
0, 13, 322, 490, 322, 490
0, 14, 232, 467, 232, 467
0, 15, 237, 488, 237, 488
0, 16, 387, 572, 387, 572
0, 17, 390, 576, 390, 576
0, 18, 435, 633, 435, 633
