Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 28, 36, 28, 36
0, 1, 72, 91, 72, 91
0, 2, 98, 124, 98, 124
0, 3, 169, 213, 169, 213
0, 4, 226, 321, 226, 321
0, 5, 244, 343, 244, 343
0, 6, 138, 174, 138, 174
0, 7, 131, 165, 131, 165
0, 8, 163, 206, 163, 206
0, 9, 239, 308, 239, 308
0, 10, 198, 338, 198, 338
0, 11, 207, 320, 207, 320
0, 12, 235, 356, 235, 356
0, 13, 164, 207, 164, 207
0, 14, 169, 220, 169, 220
0, 15, 169, 221, 169, 221
0, 16, 300, 426, 300, 426
0, 17, 266, 390, 266, 390
0, 18, 194, 253, 194, 253
0, 19, 302, 429, 302, 429
0, 20, 246, 459, 246, 459
0, 21, 362, 535, 362, 535
