   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 67, 84, 500, 1, normal 
0, 1, 0, 0, 64, 81, 500, 1, normal 
0, 2, 0, 0, 12, 15, 500, 1, normal 
0, 3, 0, 0, 5, 7, 500, 1, fork 
0, 4, 0, 0, 11, 14, 500, 1, normal 
0, 5, 0, 0, 29, 37, 500, 1, normal 
0, 6, 0, 0, 75, 94, 500, 1, normal 
0, 7, 0, 0, 79, 99, 500, 1, fork 
0, 8, 0, 0, 64, 80, 500, 1, normal 
0, 9, 0, 0, 11, 14, 500, 1, normal 
0, 10, 0, 0, 52, 65, 500, 1, normal 
0, 11, 0, 0, 9, 12, 500, 1, normal 
0, 12, 0, 0, 38, 48, 500, 1, normal 
0, 13, 0, 0, 16, 20, 500, 1, normal 
0, 14, 0, 0, 32, 40, 500, 1, join 
0, 15, 0, 0, 19, 24, 500, 1, join 
0, 16, 0, 0, 34, 43, 500, 1, normal 
0, 17, 0, 0, 50, 63, 500, 1, normal 
0, 18, 0, 0, 56, 71, 500, 1, normal 
