Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 18, 23, 18, 23
0, 1, 78, 99, 78, 99
0, 2, 84, 106, 84, 106
0, 3, 125, 158, 125, 158
0, 4, 133, 198, 133, 198
0, 5, 180, 257, 180, 257
0, 6, 104, 162, 104, 162
0, 7, 107, 162, 107, 162
0, 8, 157, 203, 157, 203
0, 9, 207, 294, 207, 294
0, 10, 181, 325, 181, 325
0, 11, 238, 367, 238, 367
0, 12, 258, 389, 258, 389
0, 13, 159, 205, 159, 205
0, 14, 173, 249, 173, 249
0, 15, 159, 250, 159, 250
0, 16, 205, 308, 205, 308
0, 17, 254, 423, 254, 423
0, 18, 283, 443, 283, 443
0, 19, 207, 311, 207, 311
0, 20, 272, 446, 272, 446
0, 21, 335, 508, 335, 508
0, 22, 370, 552, 370, 552
