Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 27, 34, 27, 34
0, 1, 83, 104, 83, 104
0, 2, 58, 73, 58, 73
0, 3, 68, 117, 68, 117
0, 4, 125, 208, 125, 208
0, 5, 125, 208, 125, 208
0, 6, 72, 123, 72, 123
0, 7, 94, 155, 94, 155
0, 8, 117, 218, 117, 218
0, 9, 191, 326, 191, 326
0, 10, 184, 381, 184, 381
0, 11, 234, 389, 234, 389
0, 12, 235, 367, 235, 367
0, 13, 171, 286, 171, 286
0, 14, 231, 361, 231, 361
0, 15, 239, 417, 239, 417
0, 16, 145, 370, 145, 370
0, 17, 0, 9223372036854775807, 0, 9223372036854775807
0, 18, 299, 446, 299, 446
0, 19, 217, 460, 217, 460
0, 20, 0, 9223372036854775807, 0, 9223372036854775807
0, 21, 0, 9223372036854775807, 0, 9223372036854775807
