Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 42, 53, 42, 53
0, 1, 112, 141, 112, 141
0, 2, 106, 133, 106, 133
0, 3, 163, 213, 163, 213
0, 4, 197, 284, 197, 284
0, 5, 178, 260, 178, 260
0, 6, 172, 241, 172, 241
0, 7, 133, 250, 133, 250
0, 8, 225, 337, 225, 337
0, 9, 261, 382, 261, 382
0, 10, 253, 387, 253, 387
0, 11, 303, 445, 303, 445
0, 12, 165, 262, 165, 262
0, 13, 179, 302, 179, 302
0, 14, 244, 384, 244, 384
0, 15, 215, 386, 215, 386
0, 16, 343, 496, 343, 496
0, 17, 246, 387, 246, 387
0, 18, 247, 456, 247, 456
0, 19, 321, 590, 321, 590
0, 20, 0, 9223372036854775807, 0, 9223372036854775807
