Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 29, 37, 29, 37
0, 1, 35, 45, 35, 45
0, 2, 85, 108, 85, 108
0, 3, 133, 234, 133, 234
0, 4, 173, 370, 173, 370
0, 5, 209, 415, 209, 415
0, 6, 159, 269, 159, 269
0, 7, 210, 366, 210, 366
0, 8, 278, 531, 278, 531
0, 9, 262, 511, 262, 511
0, 10, 225, 413, 225, 413
0, 11, 225, 499, 225, 499
0, 12, 267, 552, 267, 552
0, 13, 99, 125, 99, 125
0, 14, 168, 471, 168, 471
0, 15, 289, 610, 289, 610
0, 16, 282, 569, 282, 569
0, 17, 350, 655, 350, 655
0, 18, 348, 665, 348, 665
0, 19, 152, 648, 152, 648
0, 20, 305, 731, 305, 731
0, 21, 334, 760, 334, 760
0, 22, 342, 778, 342, 778
0, 23, 354, 777, 354, 777
0, 24, 267, 715, 267, 715
0, 25, 291, 722, 291, 722
0, 26, 290, 728, 290, 728
0, 27, 377, 772, 377, 772
0, 28, 415, 822, 415, 822
0, 29, 355, 805, 355, 805
0, 30, 492, 583, 492, 583
0, 31, 0, 9223372036854775807, 0, 9223372036854775807
