Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 20, 26, 20, 26
0, 1, 99, 125, 99, 125
0, 2, 89, 113, 89, 113
0, 3, 139, 188, 139, 188
0, 4, 177, 301, 177, 301
0, 5, 207, 339, 207, 339
0, 6, 100, 145, 100, 145
0, 7, 113, 158, 113, 158
0, 8, 155, 240, 155, 240
0, 9, 228, 365, 228, 365
0, 10, 207, 340, 207, 340
0, 11, 156, 241, 156, 241
0, 12, 166, 287, 166, 287
0, 13, 193, 321, 193, 321
0, 14, 213, 346, 213, 346
0, 15, 220, 449, 220, 449
0, 16, 303, 459, 303, 459
0, 17, 291, 448, 291, 448
0, 18, 247, 484, 247, 484
0, 19, 381, 557, 381, 557
0, 20, 437, 627, 437, 627
