   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 50, 63, 950, 1, normal 
0, 1, 0, 0, 24, 30, 950, 1, normal 
0, 2, 0, 0, 52, 65, 950, 1, normal 
0, 3, 0, 0, 67, 84, 950, 1, fork 
0, 4, 0, 0, 69, 87, 950, 1, normal 
0, 5, 0, 0, 49, 62, 950, 1, normal 
0, 6, 0, 0, 43, 54, 950, 1, normal 
0, 7, 0, 0, 9, 12, 950, 1, fork 
0, 8, 0, 0, 24, 31, 950, 1, normal 
0, 9, 0, 0, 63, 79, 950, 1, normal 
0, 10, 0, 0, 40, 51, 950, 1, normal 
0, 11, 0, 0, 70, 88, 950, 1, normal 
0, 12, 0, 0, 44, 55, 950, 1, normal 
0, 13, 0, 0, 71, 89, 950, 1, normal 
0, 14, 0, 0, 0, 1, 950, 1, join 
0, 15, 0, 0, 40, 50, 950, 1, join 
0, 16, 0, 0, 45, 57, 950, 1, normal 
0, 17, 0, 0, 66, 83, 950, 1, normal 
0, 18, 0, 0, 2, 3, 950, 1, normal 
