   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 40, 50, 1700, 1, normal 
0, 1, 0, 0, 15, 19, 1700, 1, normal 
0, 2, 0, 0, 9, 12, 1700, 1, normal 
0, 3, 0, 0, 8, 11, 1700, 1, fork 
0, 4, 0, 0, 70, 88, 1700, 1, normal 
0, 5, 0, 0, 46, 58, 1700, 1, normal 
0, 6, 0, 0, 65, 82, 1700, 1, normal 
0, 7, 0, 0, 6, 8, 1700, 1, fork 
0, 8, 0, 0, 39, 49, 1700, 1, normal 
0, 9, 0, 0, 28, 36, 1700, 1, normal 
0, 10, 0, 0, 6, 8, 1700, 1, normal 
0, 11, 0, 0, 65, 82, 1700, 1, normal 
0, 12, 0, 0, 52, 65, 1700, 1, normal 
0, 13, 0, 0, 8, 11, 1700, 1, normal 
0, 14, 0, 0, 58, 73, 1700, 1, normal 
0, 15, 0, 0, 48, 61, 1700, 1, join 
0, 16, 0, 0, 3, 4, 1700, 1, normal 
0, 17, 0, 0, 76, 95, 1700, 1, normal 
0, 18, 0, 0, 45, 57, 1700, 1, normal 
0, 19, 0, 0, 12, 15, 1700, 1, join 
0, 20, 0, 0, 31, 39, 1700, 1, normal 
