Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 60, 76, 60, 76
0, 1, 136, 172, 136, 172
0, 2, 76, 97, 76, 97
0, 3, 83, 106, 83, 106
0, 4, 106, 164, 106, 164
0, 5, 118, 179, 118, 179
0, 6, 96, 167, 96, 167
0, 7, 120, 197, 120, 197
0, 8, 189, 329, 189, 329
0, 9, 195, 336, 195, 336
0, 10, 180, 252, 180, 252
0, 11, 219, 320, 219, 320
0, 12, 248, 398, 248, 398
0, 13, 257, 368, 257, 368
0, 14, 195, 409, 195, 409
0, 15, 199, 373, 199, 373
0, 16, 260, 402, 260, 402
0, 17, 335, 498, 335, 498
0, 18, 387, 563, 387, 563
