Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 72, 90, 72, 90
0, 1, 150, 188, 150, 188
0, 2, 79, 99, 79, 99
0, 3, 144, 270, 144, 270
0, 4, 150, 348, 150, 348
0, 5, 206, 418, 206, 418
0, 6, 169, 224, 169, 224
0, 7, 208, 297, 208, 297
0, 8, 223, 386, 223, 386
0, 9, 255, 426, 255, 426
0, 10, 154, 387, 154, 387
0, 11, 252, 478, 252, 478
0, 12, 301, 596, 301, 596
0, 13, 308, 636, 308, 636
0, 14, 374, 688, 374, 688
0, 15, 374, 719, 374, 719
0, 16, 237, 630, 237, 630
0, 17, 265, 709, 265, 709
0, 18, 308, 764, 308, 764
0, 19, 301, 754, 301, 754
0, 20, 224, 726, 224, 726
0, 21, 326, 778, 326, 778
0, 22, 425, 833, 425, 833
0, 23, 348, 850, 348, 850
0, 24, 354, 844, 354, 844
0, 25, 488, 901, 488, 901
0, 26, 0, 9223372036854775807, 0, 9223372036854775807
