Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 27, 34, 27, 34
0, 1, 47, 59, 47, 59
0, 2, 86, 108, 86, 108
0, 3, 136, 233, 136, 233
0, 4, 182, 327, 182, 327
0, 5, 159, 298, 159, 298
0, 6, 157, 269, 157, 269
0, 7, 57, 72, 57, 72
0, 8, 66, 84, 66, 84
0, 9, 77, 98, 77, 98
0, 10, 142, 269, 142, 269
0, 11, 136, 308, 136, 308
0, 12, 227, 321, 227, 321
0, 13, 106, 134, 106, 134
0, 14, 112, 231, 112, 231
0, 15, 135, 266, 135, 266
0, 16, 239, 333, 239, 333
0, 17, 253, 412, 253, 412
0, 18, 283, 397, 283, 397
0, 19, 251, 349, 251, 349
0, 20, 267, 415, 267, 415
0, 21, 353, 485, 353, 485
0, 22, 0, 9223372036854775807, 0, 9223372036854775807
