   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 77, 97, 400, 1, normal 
0, 1, 0, 0, 15, 19, 400, 1, normal 
0, 2, 0, 0, 4, 6, 400, 1, normal 
0, 3, 0, 0, 56, 70, 400, 1, fork 
0, 4, 0, 0, 24, 31, 400, 1, normal 
0, 5, 0, 0, 2, 3, 400, 1, normal 
0, 6, 0, 0, 56, 70, 400, 1, normal 
0, 7, 0, 0, 77, 97, 400, 1, fork 
0, 8, 0, 0, 28, 36, 400, 1, normal 
0, 9, 0, 0, 73, 92, 400, 1, normal 
0, 10, 0, 0, 13, 17, 400, 1, normal 
0, 11, 0, 0, 8, 10, 400, 1, normal 
0, 12, 0, 0, 19, 24, 400, 1, normal 
0, 13, 0, 0, 38, 48, 400, 1, normal 
0, 14, 0, 0, 73, 92, 400, 1, normal 
0, 15, 0, 0, 8, 11, 400, 1, normal 
0, 16, 0, 0, 58, 73, 400, 1, join 
0, 17, 0, 0, 32, 41, 400, 1, normal 
0, 18, 0, 0, 35, 44, 400, 1, normal 
0, 19, 0, 0, 0, 1, 400, 1, normal 
0, 20, 0, 0, 36, 46, 400, 1, join 
0, 21, 0, 0, 62, 78, 400, 1, normal 
