Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 4, 6, 4, 6
0, 1, 74, 94, 74, 94
0, 2, 73, 93, 73, 93
0, 3, 83, 107, 83, 107
0, 4, 84, 152, 84, 152
0, 5, 140, 222, 140, 222
0, 6, 143, 223, 143, 223
0, 7, 108, 222, 108, 222
0, 8, 180, 314, 180, 314
0, 9, 249, 401, 249, 401
0, 10, 199, 355, 199, 355
0, 11, 227, 391, 227, 391
0, 12, 127, 247, 127, 247
0, 13, 191, 327, 191, 327
0, 14, 193, 390, 193, 390
0, 15, 212, 370, 212, 370
0, 16, 148, 314, 148, 314
0, 17, 261, 416, 261, 416
0, 18, 271, 464, 271, 464
0, 19, 225, 435, 225, 435
0, 20, 0, 9223372036854775807, 0, 9223372036854775807
0, 21, 0, 9223372036854775807, 0, 9223372036854775807
