   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 31, 39, 2050, 1, normal 
0, 1, 0, 0, 20, 25, 2050, 1, normal 
0, 2, 0, 0, 44, 56, 2050, 1, normal 
0, 3, 0, 0, 40, 51, 2050, 1, fork 
0, 4, 0, 0, 21, 27, 2050, 1, normal 
0, 5, 0, 0, 44, 55, 2050, 1, normal 
0, 6, 0, 0, 0, 1, 2050, 1, normal 
0, 7, 0, 0, 79, 99, 2050, 1, fork 
0, 8, 0, 0, 48, 61, 2050, 1, normal 
0, 9, 0, 0, 4, 5, 2050, 1, normal 
0, 10, 0, 0, 51, 64, 2050, 1, normal 
0, 11, 0, 0, 73, 92, 2050, 1, normal 
0, 12, 0, 0, 58, 73, 2050, 1, normal 
0, 13, 0, 0, 29, 37, 2050, 1, normal 
0, 14, 0, 0, 12, 16, 2050, 1, normal 
0, 15, 0, 0, 24, 31, 2050, 1, join 
0, 16, 0, 0, 64, 81, 2050, 1, normal 
0, 17, 0, 0, 32, 40, 2050, 1, normal 
0, 18, 0, 0, 69, 87, 2050, 1, normal 
0, 19, 0, 0, 36, 45, 2050, 1, join 
0, 20, 0, 0, 28, 35, 2050, 1, normal 
