Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 40, 50, 40, 50
0, 1, 69, 87, 69, 87
0, 2, 56, 71, 56, 71
0, 3, 98, 124, 98, 124
0, 4, 130, 165, 130, 165
0, 5, 166, 209, 166, 209
0, 6, 105, 133, 105, 133
0, 7, 71, 90, 71, 90
0, 8, 149, 188, 149, 188
0, 9, 119, 151, 119, 151
0, 10, 141, 178, 141, 178
0, 11, 189, 238, 189, 238
0, 12, 0, 9223372036854775807, 0, 9223372036854775807
0, 13, 186, 203, 186, 203
0, 14, 224, 271, 224, 271
0, 15, 0, 9223372036854775807, 0, 9223372036854775807
0, 16, 0, 9223372036854775807, 0, 9223372036854775807
0, 17, 0, 9223372036854775807, 0, 9223372036854775807
