Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 40, 50, 40, 50
0, 1, 55, 69, 55, 69
0, 2, 49, 62, 49, 62
0, 3, 57, 73, 57, 73
0, 4, 127, 161, 127, 161
0, 5, 103, 131, 103, 131
0, 6, 114, 151, 114, 151
0, 7, 46, 58, 46, 58
0, 8, 85, 118, 85, 118
0, 9, 113, 154, 113, 154
0, 10, 91, 126, 91, 126
0, 11, 156, 208, 156, 208
0, 12, 98, 134, 98, 134
0, 13, 106, 145, 106, 145
0, 14, 156, 218, 156, 218
0, 15, 175, 222, 175, 222
0, 16, 159, 164, 159, 164
0, 17, 232, 313, 232, 313
0, 18, 220, 274, 220, 274
0, 19, 0, 9223372036854775807, 0, 9223372036854775807
0, 20, 0, 9223372036854775807, 0, 9223372036854775807
