Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 65, 82, 65, 82
0, 1, 96, 121, 96, 121
0, 2, 101, 127, 101, 127
0, 3, 129, 182, 129, 182
0, 4, 164, 311, 164, 311
0, 5, 170, 319, 170, 319
0, 6, 108, 194, 108, 194
0, 7, 115, 212, 115, 212
0, 8, 181, 380, 181, 380
0, 9, 191, 392, 191, 392
0, 10, 121, 238, 121, 238
0, 11, 185, 377, 185, 377
0, 12, 176, 367, 176, 367
0, 13, 147, 338, 147, 338
0, 14, 87, 110, 87, 110
0, 15, 147, 273, 147, 273
0, 16, 151, 310, 151, 310
0, 17, 225, 376, 225, 376
0, 18, 90, 261, 90, 261
0, 19, 169, 416, 169, 416
0, 20, 112, 292, 112, 292
0, 21, 169, 323, 169, 323
0, 22, 246, 355, 246, 355
0, 23, 239, 321, 239, 321
0, 24, 244, 334, 244, 334
0, 25, 249, 291, 249, 291
0, 26, 230, 314, 230, 314
0, 27, 0, 9223372036854775807, 0, 9223372036854775807
0, 28, 0, 9223372036854775807, 0, 9223372036854775807
0, 29, 0, 9223372036854775807, 0, 9223372036854775807
